title,release_date,budget,revenue,ganancia,anio,mes,dia,dia_semana,key
"Up, Up, and Away",2000-01-22,0,0,0,2000,Enero,22,Sabado,42949676820
Don't Look Under the Bed,1999-10-09,0,0,0,1999,Octubre,09,Sabado,42949676821
The Luck of the Irish,2001-03-09,0,0,0,2001,Marzo,09,Viernes,42949676822
Eddie's Million Dollar Cook Off,2003-07-18,0,0,0,2003,Julio,18,Viernes,42949676823
Wendy Wu: Homecoming Warrior,2006-06-16,6000000,0,-6000000,2006,Junio,16,Viernes,42949676824
18 Year Old Virgin,2009-01-20,0,0,0,2009,Enero,20,Martes,42949676825
"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,42949676826
The Curse of Inferno,1996-12-30,0,0,0,1996,Diciembre,30,Lunes,42949676827
Mr. Holmes,2015-06-19,0,29355203,29355203,2015,Junio,19,Viernes,42949676828
,,3500000,0,-3500000,,,,,42949676829
Bite Size,2014-03-07,0,0,0,2014,Marzo,07,Viernes,42949676830
Sniper: Weapons of Retaliation,2009-05-09,0,0,0,2009,Mayo,09,Sabado,42949676831
The Twin,1984-10-10,0,0,0,1984,Octubre,10,Miercoles,42949676832
Pasta Shells,2013-03-20,0,0,0,2013,Marzo,20,Miercoles,42949676833
Chicks,2010-10-13,200000,0,-200000,2010,Octubre,13,Miercoles,42949676834
Toto in Color,1953-05-21,0,0,0,1953,Mayo,21,Jueves,42949676835
Toto and the King of Rome,1951-01-01,0,0,0,1951,Enero,01,Lunes,42949676836
/j4ZUGIbnmZwCXfmcegJ6e5AAfGM.jpg,,0,0,0,,,,,42949676837
An American in Rome,1954-01-01,0,0,0,1954,Enero,01,Viernes,42949676838
The Overtaxed,1959-06-06,0,0,0,1959,Junio,06,Sabado,42949676839
Totò Diabolicus,1963-01-01,0,0,0,1963,Enero,01,Martes,42949676840
Copacabana Palace,1962-11-03,0,0,0,1962,Noviembre,03,Sabado,42949676841
Two Colonels,1962-08-31,0,0,0,1962,Agosto,31,Viernes,42949676842
La feldmarescialla,1967-12-21,0,0,0,1967,Diciembre,21,Jueves,42949676843
The Knock Out Cop,1973-10-25,0,0,0,1973,Octubre,25,Jueves,42949676844
Flatfoot in Hong Kong,1975-06-26,0,0,0,1975,Junio,26,Jueves,42949676845
Flatfoot in Africa,1978-03-22,0,0,0,1978,Marzo,22,Miercoles,42949676846
Bonnie and Clyde Italian Style,1982-01-01,0,0,0,1982,Enero,01,Viernes,42949676847
The Antics Roadshow,2011-08-13,0,0,0,2011,Agosto,13,Sabado,42949676848
Intangible Asset Number 82,2008-06-12,0,0,0,2008,Junio,12,Jueves,42949676849
Jig,2011-11-30,0,0,0,2011,Noviembre,30,Miercoles,42949676850
Released,,0,0,0,,,,,42949676851
,,0,0,0,,,,,42949676852
"The Farm: Angola, USA",1998-01-17,0,0,0,1998,Enero,17,Sabado,42949676853
The Jewish Cardinal,2013-01-24,0,0,0,2013,Enero,24,Jueves,42949676854
Bitter Dream,2004-05-14,0,0,0,2004,Mayo,14,Viernes,42949676855
Impact,2009-06-21,0,0,0,2009,Junio,21,Domingo,42949676856
Mercenaries,2011-09-01,0,0,0,2011,Septiembre,01,Jueves,42949676857
Nanny Cam,2014-12-28,0,0,0,2014,Diciembre,28,Domingo,42949676858
The Secret Life of Pets,2016-06-18,75000000,875457937,800457937,2016,Junio,18,Sabado,42949676859
Underground,1976-05-09,0,0,0,1976,Mayo,09,Domingo,42949676860
memories,,0,0,0,,,,,42949676861
The Skeleton Dance,1929-08-21,5485,0,-5485,1929,Agosto,21,Miercoles,42949676862
A.C.A.B.: All Cops Are Bastards,2012-01-27,5000000,0,-5000000,2012,Enero,27,Viernes,42949676863
Frankenstein vs. The Mummy,2015-02-10,0,0,0,2015,Febrero,10,Martes,42949676864
Alien vs. Ninja,2010-07-03,0,0,0,2010,Julio,03,Sabado,42949676865
"[{'iso_639_1': 'ja', 'name': '日本語'}]",,0,0,0,,,,,42949676866
"[{'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,42949676867
All the Wilderness,2014-03-09,0,0,0,2014,Marzo,09,Domingo,42949676868
Walking the Camino: Six Ways to Santiago,2013-02-27,0,0,0,2013,Febrero,27,Miercoles,42949676869
Evil Behind You,2006-10-31,200000,0,-200000,2006,Octubre,31,Martes,42949676870
Senior Project,2015-01-07,0,0,0,2015,Enero,07,Miercoles,42949676871
Best in Bed,2014-01-15,0,0,0,2014,Enero,15,Miercoles,42949676872
Les Gazelles,2014-03-26,0,0,0,2014,Marzo,26,Miercoles,42949676873
Mariage chez les Bodin's,2008-09-24,0,0,0,2008,Septiembre,24,Miercoles,42949676874
Amélie au pays des Bodin's,2010-05-26,0,0,0,2010,Mayo,26,Miercoles,42949676875
Obsessed,2002-09-22,0,0,0,2002,Septiembre,22,Domingo,42949676876
The Emperor's New Clothes,2015-04-24,0,0,0,2015,Abril,24,Viernes,42949676877
White Tiger,2012-05-03,11000000,7200000,-3800000,2012,Mayo,03,Jueves,42949676878
Guardian,2001-06-12,0,0,0,2001,Junio,12,Martes,42949676879
Mom's Got a Date With a Vampire,2000-10-13,0,0,0,2000,Octubre,13,Viernes,42949676880
Love Lies Bleeding,2008-01-15,3000000,0,-3000000,2008,Enero,15,Martes,42949676881
Kaaka Muttai,2015-06-05,0,0,0,2015,Junio,05,Viernes,42949676882
B.A. Pass,2013-08-02,0,0,0,2013,Agosto,02,Viernes,42949676883
Once Upon a Time in High School,2004-01-15,0,0,0,2004,Enero,15,Jueves,42949676884
Gabbar Is Back,2015-05-01,11000000,41000000,30000000,2015,Mayo,01,Viernes,42949676885
Boy & the World,2014-01-17,0,0,0,2014,Enero,17,Viernes,42949676886
Little Boy,2015-04-23,20000000,6485961,-13514039,2015,Abril,23,Jueves,42949676887
Do You Believe?,2015-03-20,0,0,0,2015,Marzo,20,Viernes,42949676888
A Deadly Adoption,2015-06-20,0,0,0,2015,Junio,20,Sabado,42949676889
Buster e Billie,1974-08-21,0,0,0,1974,Agosto,21,Miercoles,42949676890
Three Wishes for Cinderella,1973-11-01,0,0,0,1973,Noviembre,01,Jueves,42949676891
Rhythm is it!,2004-06-12,0,0,0,2004,Junio,12,Sabado,42949676892
Could this happen at your video store?,,0,0,0,,,,,42949676893
Self/less,2015-07-10,26000000,30523226,4523226,2015,Julio,10,Viernes,42949676894
Mythica: A Quest for Heroes,2014-12-08,0,0,0,2014,Diciembre,08,Lunes,42949676895
The King's Daughter,2017-12-30,0,0,0,2017,Diciembre,30,Sabado,42949676896
"[{'iso_3166_1': 'IL', 'name': 'Israel'}]",,0,0,0,,,,,42949676897
Behind the Camera: The Unauthorized Story of 'Mork & Mindy',2005-04-14,0,0,0,2005,Abril,14,Jueves,42949676898
Escape from Sobibor,1987-04-12,0,0,0,1987,Abril,12,Domingo,42949676899
Released,,31500000,0,-31500000,,,,,42949676900
The Last Witch Hunter,2015-10-21,90000000,146936910,56936910,2015,Octubre,21,Miercoles,42949676901
Krampus,2015-11-26,15000000,61548707,46548707,2015,Noviembre,26,Jueves,42949676902
Suicide Squad,2016-08-02,175000000,745600054,570600054,2016,Agosto,02,Martes,42949676903
Aurora,2016-06-10,0,0,0,2016,Junio,10,Viernes,42949676904
Noodle,2007-07-26,0,0,0,2007,Julio,26,Jueves,42949676905
Ardennes Fury,2014-11-11,0,0,0,2014,Noviembre,11,Martes,42949676906
The Misfit Brigade,1987-07-02,0,0,0,1987,Julio,02,Jueves,42949676907
Battle of Westerplatte,2013-07-04,0,0,0,2013,Julio,04,Jueves,42949676908
Childish Games,2012-03-09,0,0,0,2012,Marzo,09,Viernes,42949676909
,,0,0,0,,,,,42949676910
Bluffmaster!,2005-01-01,1823152,7133082,5309930,2005,Enero,01,Sabado,42949676911
The Treatment,2014-01-29,0,0,0,2014,Enero,29,Miercoles,42949676912
Civilization,1916-06-02,0,0,0,1916,Junio,02,Viernes,42949676913
The Loretta Claiborne Story,2000-01-16,0,0,0,2000,Enero,16,Domingo,42949676914
Shocking Asia,1976-11-11,20000,0,-20000,1976,Noviembre,11,Jueves,42949676915
Independence Day: Resurgence,2016-06-22,165000000,389681935,224681935,2016,Junio,22,Miercoles,42949676916
Star Trek Beyond,2016-07-07,185000000,343471816,158471816,2016,Julio,07,Jueves,42949676917
The American Film Institute Salute to Frank Capra,1982-04-03,0,0,0,1982,Abril,03,Sabado,42949676918
Frank Capra's American Dream,1997-01-01,0,0,0,1997,Enero,01,Miercoles,42949676919
12.0,,0,0,0,,,,,42949676920
Tunnel Vision,1976-03-12,250,0,-250,1976,Marzo,12,Viernes,42949676921
"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",,0,0,0,,,,,42949676922
Cabin By The Lake,2000-02-01,0,0,0,2000,Febrero,01,Martes,42949676923
Bhoot,2003-05-30,0,0,0,2003,Mayo,30,Viernes,42949676924
Pizza,2012-10-19,240000,2800000,2560000,2012,Octubre,19,Viernes,42949676925
"[{'iso_3166_1': 'IN', 'name': 'India'}]",,0,0,0,,,,,42949676926
1920,2008-09-12,0,0,0,2008,Septiembre,12,Viernes,42949676927
Darna Zaroori Hai,2006-04-28,0,0,0,2006,Abril,28,Viernes,42949676928
Darna Mana Hai,2003-06-25,0,0,0,2003,Junio,25,Miercoles,42949676929
Encounters of the Spooky Kind,1980-12-24,0,731753,731753,1980,Diciembre,24,Miercoles,42949676930
High Lane,2009-01-01,0,0,0,2009,Enero,01,Jueves,42949676931
The Echo,2008-05-25,0,0,0,2008,Mayo,25,Domingo,42949676932
Rockstar,2011-11-11,10920000,19660000,8740000,2011,Noviembre,11,Viernes,42949676933
Rock On!!,2008-08-29,0,0,0,2008,Agosto,29,Viernes,42949676934
Time Share,2000-01-01,0,0,0,2000,Enero,01,Sabado,42949676935
The Policeman,1971-06-05,0,0,0,1971,Junio,05,Sabado,42949676936
Sidekick,2005-10-01,0,0,0,2005,Octubre,01,Sabado,42949676937
Raising Waylon,2004-02-22,0,0,0,2004,Febrero,22,Domingo,42949676938
Rabies,2010-12-02,500000,0,-500000,2010,Diciembre,02,Jueves,42949676939
All in,2006-03-14,0,0,0,2006,Marzo,14,Martes,42949676940
Vig,1998-12-04,0,0,0,1998,Diciembre,04,Viernes,42949676941
Easy Money III,2013-08-29,0,0,0,2013,Agosto,29,Jueves,42949676942
Deepsea Challenge 3D,2014-08-08,0,0,0,2014,Agosto,08,Viernes,42949676943
0,,0,2,2,,,,,42949676944
Final Girl,2015-04-14,0,0,0,2015,Abril,14,Martes,42949676945
Debug,2014-11-03,0,0,0,2014,Noviembre,03,Lunes,42949676946
This is Sodom,2010-08-05,2745000,5850000,3105000,2010,Agosto,05,Jueves,42949676947
Three Wise Guys,2005-11-30,0,0,0,2005,Noviembre,30,Miercoles,42949676948
Run,2013-10-10,0,0,0,2013,Octubre,10,Jueves,42949676949
Le Cactus,2005-12-14,0,0,0,2005,Diciembre,14,Miercoles,42949676950
The Widows of Thursdays,2009-09-10,0,0,0,2009,Septiembre,10,Jueves,42949676951
Come Dance at My Wedding,2009-06-06,0,0,0,2009,Junio,06,Sabado,42949676952
Peeping Toms,1973-06-06,0,0,0,1973,Junio,06,Miercoles,42949676953
The Disappointments Room,2016-09-09,15000000,0,-15000000,2016,Septiembre,09,Viernes,42949676954
Tipping Point,2007-01-28,0,0,0,2007,Enero,28,Domingo,42949676955
,,0,0,0,,,,,42949676956
American Translation,2011-06-07,0,0,0,2011,Junio,07,Martes,42949676957
Actress,2014-11-07,0,0,0,2014,Noviembre,07,Viernes,42949676958
We Shall Overcome,2006-03-24,0,0,0,2006,Marzo,24,Viernes,42949676959
Lick the Star,1998-10-01,0,0,0,1998,Octubre,01,Jueves,42949676960
,,0,0,0,,,,,42949676961
Nirvana: Live! Tonight! Sold Out!!,1994-01-01,0,0,0,1994,Enero,01,Sabado,42949676962
People of Rome,2003-10-31,0,0,0,2003,Octubre,31,Viernes,42949676963
How Strange to be Named Federico: Scola Narrates Fellini,2013-09-12,96,0,-96,2013,Septiembre,12,Jueves,42949676964
Macaroni,1985-10-24,0,0,0,1985,Octubre,24,Jueves,42949676965
1977-12-15,,0,0,0,,,,,42949676966
The Most Wonderful Evening of My Life,1972-12-22,0,0,0,1972,Diciembre,22,Viernes,42949676967
Drama of Jealousy,1970-04-30,0,0,0,1970,Abril,30,Jueves,42949676968
Señorita Justice,,0,0,0,,,,,42949676969
,,0,0,0,,,,,42949676970
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),2015-05-22,0,0,0,2015,Mayo,22,Viernes,42949676971
Morgan Murphy: Irish Goodbye,2014-01-21,0,0,0,2014,Enero,21,Martes,42949676972
Grace Stirs Up Success,2015-06-23,0,0,0,2015,Junio,23,Martes,42949676973
The Mirror,2015-08-23,0,0,0,2015,Agosto,23,Domingo,42949676974
Meet the Fokkens,2011-12-01,0,0,0,2011,Diciembre,01,Jueves,42949676975
Traffic in Souls,1913-11-24,0,0,0,1913,Noviembre,24,Lunes,42949676976
Hells Angels Forever,1983-10-09,0,0,0,1983,Octubre,09,Domingo,42949676977
Solo,1980-01-01,0,0,0,1980,Enero,01,Martes,42949676978
Letters To Sofija,2013-08-28,0,0,0,2013,Agosto,28,Miercoles,42949676979
Archie's Final Project,2009-02-07,0,0,0,2009,Febrero,07,Sabado,42949676980
Dancing Arabs,2014-07-10,0,0,0,2014,Julio,10,Jueves,42949676981
Jackson County Jail,1976-03-31,445000,2300000,1855000,1976,Marzo,31,Miercoles,42949676982
Shiva,1990-12-07,0,0,0,1990,Diciembre,07,Viernes,42949676983
Aarya,2004-05-07,0,0,0,2004,Mayo,07,Viernes,42949676984
Main Khiladi Tu Anari,1994-09-23,0,0,0,1994,Septiembre,23,Viernes,42949676985
Jungle,2000-07-14,0,0,0,2000,Julio,14,Viernes,42949676986
Prahaar: The Final Attack,1991-01-01,0,0,0,1991,Enero,01,Martes,42949676987
Sehar,2005-07-29,0,0,0,2005,Julio,29,Viernes,42949676988
Zakhm,1998-12-14,0,0,0,1998,Diciembre,14,Lunes,42949676989
The Master,1980-05-23,0,0,0,1980,Mayo,23,Viernes,42949676990
Pedicab Driver,1989-02-24,0,0,0,1989,Febrero,24,Viernes,42949676991
Not the Messiah (He's a Very Naughty Boy),2010-03-25,0,0,0,2010,Marzo,25,Jueves,42949676992
Labyrinth,2012-11-24,20000000,0,-20000000,2012,Noviembre,24,Sabado,42949676993
The Sinking of the Laconia,2011-01-06,18550417,0,-18550417,2011,Enero,06,Jueves,42949676994
The Shadow in the North,2007-09-15,0,0,0,2007,Septiembre,15,Sabado,42949676995
Carry On Doctor,1967-12-02,0,0,0,1967,Diciembre,02,Sabado,42949676996
The Dawns Here Are Quiet,1972-06-06,0,0,0,1972,Junio,06,Martes,42949676997
Shaolin Intruders,1983-10-06,0,0,0,1983,Octubre,06,Jueves,42949676998
Don't Give a Damn,1995-02-17,0,0,0,1995,Febrero,17,Viernes,42949676999
A Frozen Flower,2008-12-30,0,0,0,2008,Diciembre,30,Martes,42949677000
Kaminey,2009-08-14,9000000,18130000,9130000,2009,Agosto,14,Viernes,42949677001
Company,2002-04-15,1500000,6000000,4500000,2002,Abril,15,Lunes,42949677002
Vishwaroopam,2013-01-25,17000000,51000000,34000000,2013,Enero,25,Viernes,42949677003
Omkara,2006-07-28,0,0,0,2006,Julio,28,Viernes,42949677004
/q5aeqGmcY5cnHKIi0BvcIjVO8BK.jpg,,0,0,0,,,,,42949677005
Koyla,1997-04-06,0,0,0,1997,Abril,06,Domingo,42949677006
Shool,1999-11-04,0,0,0,1999,Noviembre,04,Jueves,42949677007
Ghayal,1990-06-08,0,0,0,1990,Junio,08,Viernes,42949677008
Golmaal,2006-07-14,0,0,0,2006,Julio,14,Viernes,42949677009
,,0,0,0,,,,,42949677010
Saheb Biwi Aur Gangster,2011-09-23,0,0,0,2011,Septiembre,23,Viernes,42949677011
Gadar: Ek Prem Katha,2001-06-15,0,0,0,2001,Junio,15,Viernes,42949677012
Knockabout,1979-04-12,0,0,0,1979,Abril,12,Jueves,42949677013
Bruce Lee: A Warrior's Journey,2000-10-22,0,0,0,2000,Octubre,22,Domingo,42949677014
Shaitan,2011-06-01,0,0,0,2011,Junio,01,Miercoles,42949677015
Awara Paagal Deewana,2002-06-21,0,0,0,2002,Junio,21,Viernes,42949677016
The Incredible Kung Fu Master,1979-10-23,0,0,0,1979,Octubre,23,Martes,42949677017
Mardaani,2014-08-22,0,0,0,2014,Agosto,22,Viernes,42949677018
Shootout at Lokhandwala,2007-05-25,11000000,12000000,1000000,2007,Mayo,25,Viernes,42949677019
Josh,2000-06-09,6900000,15000000,8100000,2000,Junio,09,Viernes,42949677020
Righting Wrongs,1986-11-27,0,0,0,1986,Noviembre,27,Jueves,42949677021
Five Element Ninjas,1982-04-21,0,0,0,1982,Abril,21,Miercoles,42949677022
Virumandi,2004-02-26,0,0,0,2004,Febrero,26,Jueves,42949677023
The Invincible Armour,1977-06-29,0,0,0,1977,Junio,29,Miercoles,42949677024
Born Invincible,1978-01-01,0,0,0,1978,Enero,01,Domingo,42949677025
Drunken Master Part II - Dance of the Drunk Mantis,1979-06-26,0,0,0,1979,Junio,26,Martes,42949677026
The Victim,1980-02-28,0,0,0,1980,Febrero,28,Jueves,42949677027
The Magnificent Ruffians,1979-09-20,0,0,0,1979,Septiembre,20,Jueves,42949677028
The Clan of the White Lotus,1980-01-01,0,0,0,1980,Enero,01,Martes,42949677029
Raakh,1989-09-17,0,0,0,1989,Septiembre,17,Domingo,42949677030
Shaolin vs. Lama,1983-01-01,0,0,0,1983,Enero,01,Sabado,42949677031
Dhoom 3,2013-12-18,19500000,91000000,71500000,2013,Diciembre,18,Miercoles,42949677032
Dragon Ball: Yo! Son Goku and Friends Return!!,2008-10-01,0,0,0,2008,Octubre,01,Miercoles,42949677033
The Mystery of Chess Boxing,1979-01-01,0,0,0,1979,Enero,01,Lunes,42949677034
Released,,11000000,0,-11000000,,,,,42949677035
Never Back Down 2: The Beatdown,2011-09-13,3000000,0,-3000000,2011,Septiembre,13,Martes,42949677036
The One-Armed Boxer,1972-08-02,0,0,0,1972,Agosto,02,Miercoles,42949677037
Saai sau kwong lung,2002-01-01,0,0,0,2002,Enero,01,Martes,42949677038
Ram Gopal Varma Ki Aag,2007-01-01,0,0,0,2007,Enero,01,Lunes,42949677039
Shahid,2013-10-18,0,0,0,2013,Octubre,18,Viernes,42949677040
Siddharth,2013-10-10,0,0,0,2013,Octubre,10,Jueves,42949677041
Blank: A Vinylmation Love Story,2014-02-14,0,0,0,2014,Febrero,14,Viernes,42949677042
Trava: Fist Planet,2003-05-03,0,0,0,2003,Mayo,03,Sabado,42949677043
Kite,1998-02-25,0,0,0,1998,Febrero,25,Miercoles,42949677044
Yakuza: Like a Dragon,2007-03-03,0,0,0,2007,Marzo,03,Sabado,42949677045
Boychoir,2014-09-04,0,0,0,2014,Septiembre,04,Jueves,42949677046
Eddie Izzard: Sexie,2003-11-26,0,0,0,2003,Noviembre,26,Miercoles,42949677047
Beyond Gay: The Politics of Pride,2010-03-26,0,0,0,2010,Marzo,26,Viernes,42949677048
Rewind,2013-08-26,0,0,0,2013,Agosto,26,Lunes,42949677049
Ted 2,2015-06-25,68000000,217022588,149022588,2015,Junio,25,Jueves,42949677050
Fortress,2012-04-01,5000000,0,-5000000,2012,Abril,01,Domingo,42949677051
Mothman,2010-04-24,0,0,0,2010,Abril,24,Sabado,42949677052
Rabbit Fire,1951-05-19,0,0,0,1951,Mayo,19,Sabado,42949677053
The Invisible Front,2014-03-20,0,0,0,2014,Marzo,20,Jueves,42949677054
Elizabeth Ekadashi,2014-11-14,0,0,0,2014,Noviembre,14,Viernes,42949677055
Queen,2014-02-27,0,0,0,2014,Febrero,27,Jueves,42949677056
Indigenous,2014-04-20,0,0,0,2014,Abril,20,Domingo,42949677057
Sex Is Zero,2002-12-12,0,0,0,2002,Diciembre,12,Jueves,42949677058
Absolutely Anything,2015-06-26,0,7200039,7200039,2015,Junio,26,Viernes,42949677059
Minions,2015-06-17,74000000,1156730962,1082730962,2015,Junio,17,Miercoles,42949677060
The House at the End of Time,2013-06-21,0,0,0,2013,Junio,21,Viernes,42949677061
Candy Stripe Nurses,1974-05-01,0,0,0,1974,Mayo,01,Miercoles,42949677062
Rough Cut,1980-06-19,14000000,16656125,2656125,1980,Junio,19,Jueves,42949677063
Hound-Dog Man,1959-11-11,0,0,0,1959,Noviembre,11,Miercoles,42949677064
An Annapolis Story,1955-04-10,0,0,0,1955,Abril,10,Domingo,42949677065
Baby Face Nelson,1957-12-11,0,0,0,1957,Diciembre,11,Miercoles,42949677066
The Nickel Ride,1975-01-15,0,0,0,1975,Enero,15,Miercoles,42949677067
The Stalking Moon,1968-12-25,0,0,0,1968,Diciembre,25,Miercoles,42949677068
The Great Impostor,1961-03-01,0,0,0,1961,Marzo,01,Miercoles,42949677069
"[{'iso_639_1': 'es', 'name': 'Español'}]",,0,0,0,,,,,42949677070
"A la legión le gustan las mujeres... y a las mujeres, les gusta la legión",1976-03-16,0,0,0,1976,Marzo,16,Martes,42949677071
Bhoothnath Returns,2014-04-11,0,0,0,2014,Abril,11,Viernes,42949677072
Dance Me to My Song,1998-10-20,0,0,0,1998,Octubre,20,Martes,42949677073
Horst Schlämmer - Isch kandidiere!,2009-08-20,0,0,0,2009,Agosto,20,Jueves,42949677074
The Royal Tailor,2014-12-24,0,0,0,2014,Diciembre,24,Miercoles,42949677075
Posthumous,2014-10-04,0,0,0,2014,Octubre,04,Sabado,42949677076
90.0,,0,0,0,,,,,42949677077
It Waits,2005-01-01,0,0,0,2005,Enero,01,Sabado,42949677078
Milf,2010-10-17,500000,0,-500000,2010,Octubre,17,Domingo,42949677079
[],,0,0,0,,,,,42949677080
The Silence of the Hams,1994-03-11,0,0,0,1994,Marzo,11,Viernes,42949677081
"[{'iso_639_1': 'en', 'name': 'English'}]",,10000000,0,-10000000,,,,,42949677082
He-Man and She-Ra: The Secret of the Sword,1985-01-01,0,7,7,1985,Enero,01,Martes,42949677083
Stripper Academy,2007-04-29,1000000,0,-1000000,2007,Abril,29,Domingo,42949677084
Bottoms Up,2006-01-01,0,0,0,2006,Enero,01,Domingo,42949677085
Killer Tomatoes Eat France!,1992-11-18,0,0,0,1992,Noviembre,18,Miercoles,42949677086
Hallettsville,2009-03-05,0,0,0,2009,Marzo,05,Jueves,42949677087
Rumpelstiltskin,1995-11-24,0,0,0,1995,Noviembre,24,Viernes,42949677088
Leroy & Stitch,2006-06-23,0,0,0,2006,Junio,23,Viernes,42949677089
0,,0,0,0,,,,,42949677090
Dracula II: Ascension,2003-06-07,0,0,0,2003,Junio,07,Sabado,42949677091
Universal Soldier III: Unfinished Business,1999-12-01,0,0,0,1999,Diciembre,01,Miercoles,42949677092
Bachelor Party 2: The Last Temptation,2008-03-11,6000000,0,-6000000,2008,Marzo,11,Martes,42949677093
Double Wedding,2010-07-20,104002432,0,-104002432,2010,Julio,20,Martes,42949677094
Alice Through the Looking Glass,1998-12-26,0,0,0,1998,Diciembre,26,Sabado,42949677095
Pulse 2: Afterlife,2008-09-30,0,0,0,2008,Septiembre,30,Martes,42949677096
Lower Learning,2008-10-10,0,0,0,2008,Octubre,10,Viernes,42949677097
Return to Sleepaway Camp,2008-11-04,4000000,0,-4000000,2008,Noviembre,04,Martes,42949677098
Alpha House,2014-03-11,0,0,0,2014,Marzo,11,Martes,42949677099
Released,,7500000,0,-7500000,,,,,42949677100
Next Avengers: Heroes of Tomorrow,2008-09-02,0,3800000,3800000,2008,Septiembre,02,Martes,42949677101
Universal Soldier II: Brothers in Arms,1998-09-27,0,0,0,1998,Septiembre,27,Domingo,42949677102
Boogeyman 3,2008-10-17,0,0,0,2008,Octubre,17,Viernes,42949677103
A Simple Promise,2008-05-27,0,0,0,2008,Mayo,27,Martes,42949677104
Ryan and Sean's Not So Excellent Adventure,2008-11-14,0,0,0,2008,Noviembre,14,Viernes,42949677105
The Complex,2013-05-13,0,0,0,2013,Mayo,13,Lunes,42949677106
Premonition,2004-01-01,0,0,0,2004,Enero,01,Jueves,42949677107
The Craving,2008-01-01,0,0,0,2008,Enero,01,Martes,42949677108
American High School,2009-04-07,0,0,0,2009,Abril,07,Martes,42949677109
Every Jack has a Jill,2009-07-29,0,0,0,2009,Julio,29,Miercoles,42949677110
Journey to the Center of the Earth,1999-07-07,0,0,0,1999,Julio,07,Miercoles,42949677111
/qmfjng969NjJOcYwk7Nc3PX7vqq.jpg,,0,0,0,,,,,42949677112
The Bogus Witch Project,2000-08-19,0,0,0,2000,Agosto,19,Sabado,42949677113
The Cook,2008-04-01,210000,0,-210000,2008,Abril,01,Martes,42949677114
Irish Jam,2006-01-01,0,0,0,2006,Enero,01,Domingo,42949677115
He's got twelve chances to get Christmas right.,,0,0,0,,,,,42949677116
1996-12-05,,0,0,0,,,,,42949677117
The Startup Kids,2012-12-01,0,0,0,2012,Diciembre,01,Sabado,42949677118
The Good Dinosaur,2015-11-14,175000000,331926147,156926147,2015,Noviembre,14,Sabado,42949677119
Black Mass,2015-09-04,53000000,98837872,45837872,2015,Septiembre,04,Viernes,42949677120
Spectre,2015-10-26,245000000,880674609,635674609,2015,Octubre,26,Lunes,42949677121
Killer Tomatoes Strike Back!,1991-11-14,0,0,0,1991,Noviembre,14,Jueves,42949677122
Golgo 13: The Professional,1983-05-07,0,0,0,1983,Mayo,07,Sabado,42949677123
The Grand Duel,1972-12-29,0,0,0,1972,Diciembre,29,Viernes,42949677124
The Hottie & The Nottie,2008-02-08,0,0,0,2008,Febrero,08,Viernes,42949677125
Senior Skip Day,2008-05-06,0,0,0,2008,Mayo,06,Martes,42949677126
Christmas Vacation '91,1991-12-20,0,0,0,1991,Diciembre,20,Viernes,42949677127
Taste of Life,1988-12-30,0,0,0,1988,Diciembre,30,Viernes,42949677128
The Marquis of Grillo,1981-12-22,0,0,0,1981,Diciembre,22,Martes,42949677129
Traffic Jam,1979-01-12,0,0,0,1979,Enero,12,Viernes,42949677130
The Scopone Game,1972-10-08,0,0,0,1972,Octubre,08,Domingo,42949677131
The Couples,1970-12-23,0,0,0,1970,Diciembre,23,Miercoles,42949677132
Why,1971-10-27,0,0,0,1971,Octubre,27,Miercoles,42949677133
"[{'iso_639_1': 'it', 'name': 'Italiano'}]",,0,0,0,,,,,42949677134
110.0,,0,0,0,,,,,42949677135
A Girl in Australia,1971-01-01,0,0,0,1971,Enero,01,Viernes,42949677136
The Boom,1963-09-24,0,0,0,1963,Septiembre,24,Martes,42949677137
To Bed or Not to Bed,1963-12-22,0,0,0,1963,Diciembre,22,Domingo,42949677138
The Teacher from Vigevano,1963-12-24,0,0,0,1963,Diciembre,24,Martes,42949677139
A Difficult Life,1961-12-19,0,0,0,1961,Diciembre,19,Martes,42949677140
The Best of Enemies,1961-10-26,0,0,0,1961,Octubre,26,Jueves,42949677141
Il vigile,1960-01-01,0,0,0,1960,Enero,01,Viernes,42949677142
Everybody Go Home,1960-10-27,0,0,0,1960,Octubre,27,Jueves,42949677143
Vacations in Majorca,1960-03-25,0,0,0,1960,Marzo,25,Viernes,42949677144
Released,,0,0,0,,,,,42949677145
,,0,0,0,,,,,42949677146
The Sign of Venus,1955-03-12,0,0,0,1955,Marzo,12,Sabado,42949677147
A Hero of Our Times,1955-01-01,0,0,0,1955,Enero,01,Sabado,42949677148
Il conte Max,1957-01-01,0,0,0,1957,Enero,01,Martes,42949677149
The Art of Getting Along,1954-12-28,0,0,0,1954,Diciembre,28,Martes,42949677150
,,0,0,0,,,,,42949677151
Rover Dangerfield,1991-08-02,0,0,0,1991,Agosto,02,Viernes,42949677152
