key,title,budget,revenue,profit,return,year,month,day,day_week,collection
1212,Better Off Dead...,0,10297601,10297601,,1985,Octubre,11,Viernes,
1343,Citizen Ruth,3000000,153155,-2846845,0.05105166666666667,1996,Diciembre,13,Viernes,
1376,First Strike,0,21890845,21890845,,1996,Febrero,10,Sabado,Police Story Collection
1485,To Have (Or Not),0,0,0,,1995,Diciembre,27,Miercoles,
1559,The Ice Storm,18000000,8038061,-9961939,0.44655894444444444,1997,Septiembre,27,Sabado,
1606,Mrs. Dalloway,0,3309421,3309421,,1997,Septiembre,01,Lunes,
1846,Kramer vs. Kramer,8000000,106260000,98260000,13.2825,1979,Diciembre,18,Martes,
1930,Cheetah,5000000,8153677,3153677,1.6307354,1989,Agosto,18,Viernes,
1969,The Jungle Book,4000000,205843612,201843612,51.460903,1967,Octubre,17,Martes,The Jungle Book Collection
2153,Nothing but Trouble,40000000,8479793,-31520207,0.211994825,1991,Febrero,14,Jueves,
2196,The Inheritors,0,0,0,,1998,Junio,19,Viernes,
2558,Eternity and a Day,0,0,0,,1998,Enero,01,Jueves,
2590,"Late August, Early September",0,0,0,,1998,Septiembre,14,Lunes,
2593,Autumn Tale,0,0,0,,1998,Septiembre,07,Lunes,Tales of the Four Seasons
110,Rumble in the Bronx,7500000,32392047,24892047,4.3189396,1995,Enero,30,Lunes,
190,Showgirls,45000000,20350754,-24649246,0.4522389777777778,1995,Septiembre,22,Viernes,Showgirls Collection
275,My Family,5500000,0,-5500000,0.0,1995,Mayo,03,Miercoles,
343,Bullets Over Broadway,0,0,0,,1994,Octubre,14,Viernes,
439,Even Cowgirls Get the Blues,8000000,0,-8000000,0.0,1994,Mayo,13,Viernes,
629,Jack & Sarah,0,218626,218626,,1995,Junio,02,Viernes,
706,"The Haunted World of Edward D. Wood, Jr.",0,0,0,,1996,Mayo,01,Miercoles,
737,Kim,0,0,0,,1950,Diciembre,07,Jueves,
902,Foreign Correspondent,0,0,0,,1940,Agosto,16,Viernes,
1598,Starship Troopers,105000000,121214377,16214377,1.154422638095238,1997,Noviembre,06,Jueves,Starship Troopers Collection
1964,Fandango,0,0,0,,1985,Enero,25,Viernes,
1967,Blue Velvet,6000000,8551228,2551228,1.4252046666666667,1986,Agosto,01,Viernes,
2098,Jamaica Inn,0,0,0,,1939,Mayo,11,Jueves,
2182,The Impostors,0,2197921,2197921,,1998,Mayo,18,Lunes,
2215,Vampires,20000000,0,-20000000,0.0,1998,Abril,15,Miercoles,Vampires Collection
2349,Texas Chainsaw Massacre: The Next Generation,600000,185898,-414102,0.30983,1994,Enero,01,Sabado,Texas Chainsaw Massacre Collection
2530,Dracula,355000,1012189,657189,2.8512366197183097,1931,Febrero,12,Jueves,Dracula (Universal Series)
2596,My Life So Far,0,0,0,,1999,Agosto,25,Miercoles,
2987,Midnight Run,30000000,38413606,8413606,1.2804535333333333,1988,Julio,20,Miercoles,
3054,Room at the Top,0,0,0,,1959,Enero,22,Jueves,
57,NaN,0,0,0,,,,,,
136,The Neon Bible,0,0,0,,1995,Agosto,23,Miercoles,
513,The Road to Wellville,0,0,0,,1994,Octubre,28,Viernes,
828,Tin Cup,45000000,53854588,8854588,1.1967686222222222,1996,Agosto,16,Viernes,
936,The Inspector General,0,0,0,,1949,Diciembre,31,Sabado,
1002,Bedknobs and Broomsticks,20000000,17900000,-2100000,0.895,1971,Octubre,07,Jueves,
1213,The Shining,19000000,44017374,25017374,2.316703894736842,1980,Mayo,22,Jueves,
1407,Lost Highway,15000000,3675201,-11324799,0.2450134,1997,Enero,15,Miercoles,
1607,"I Love You, I Love You Not",0,0,0,,1996,Agosto,28,Miercoles,
1728,City of Angels,55000000,198685114,143685114,3.612456618181818,1998,Abril,10,Viernes,
2377,Payback,90000000,161626121,71626121,1.7958457888888888,1999,Febrero,05,Viernes,
2982,Shampoo,0,0,0,,1975,Marzo,13,Jueves,
3043,Magnolia,37000000,48451803,11451803,1.309508189189189,1999,Diciembre,08,Miercoles,
144,The Basketball Diaries,0,0,0,,1995,Abril,21,Viernes,
388,Street Fighter,35000000,99423521,64423521,2.8406720285714284,1994,Diciembre,22,Jueves,Street Fighter
412,Barcelona,3200000,0,-3200000,0.0,1994,Julio,29,Viernes,
417,Blink,0,16668552,16668552,,1994,Enero,26,Miercoles,
963,Michael Collins,28000000,16900000,-11100000,0.6035714285714285,1996,Octubre,25,Viernes,
1571,"Fast, Cheap & Out of Control",0,832735,832735,,1997,Octubre,03,Viernes,
1710,Wide Awake,6000000,0,-6000000,0.0,1998,Marzo,20,Viernes,
1911,Dangerous Liaisons,14000000,34670720,20670720,2.47648,1988,Diciembre,16,Viernes,
1956,The Purple Rose of Cairo,15000000,10631333,-4368667,0.7087555333333333,1985,Marzo,01,Viernes,
2021,Atlantic City,7200000,12729678,5529678,1.7680108333333333,1980,Septiembre,02,Martes,
2041,The Gods Must Be Crazy,5000000,60000000,55000000,12.0,1980,Septiembre,10,Miercoles,The Gods Must Be Crazy Collection
2192,Slam,1,0,-1,0.0,1998,Octubre,07,Miercoles,
2526,Superman,55000000,300218018,245218018,5.458509418181818,1978,Diciembre,13,Miercoles,Superman Collection
2623,Crimes of the Heart,0,22905522,22905522,,1986,Diciembre,12,Viernes,
2798,Molly,0,0,0,,1999,Octubre,22,Viernes,
2953,The Adventures of Buckaroo Banzai Across the 8th Dimension,0,0,0,,1984,Agosto,15,Miercoles,
909,Ninotchka,1365000,2279000,914000,1.6695970695970697,1939,Octubre,06,Viernes,
1025,Shadow Conspiracy,45000000,2154540,-42845460,0.04787866666666667,1997,Enero,31,Viernes,
1219,Diva,0,0,0,,1981,Marzo,11,Miercoles,
1240,Heathers,0,1108462,1108462,,1988,Octubre,01,Sabado,
1256,Field of Dreams,0,84431625,84431625,,1989,Abril,21,Viernes,
1283,April Fool's Day,5000000,0,-5000000,0.0,1986,Marzo,27,Jueves,
1549,Wishmaster,5000000,15719109,10719109,3.1438218,1997,Septiembre,19,Viernes,Wishmaster Collection
1771,Lawn Dogs,7000000,0,-7000000,0.0,1997,Noviembre,21,Viernes,
1937,Flight of the Navigator,0,18564613,18564613,,1986,Julio,30,Miercoles,
2212,Orgazmo,1000000,0,-1000000,0.0,1997,Septiembre,06,Sabado,
2235,Sid & Nancy,4000000,2826523,-1173477,0.70663075,1986,Noviembre,07,Viernes,
2336,The Garbage Pail Kids Movie,0,0,0,,1987,Agosto,22,Sabado,
2404,Christine,0,21200000,21200000,,1983,Diciembre,08,Jueves,
2470,Cookie's Fortune,10000000,10920544,920544,1.0920544,1999,Enero,22,Viernes,
2615,Barry Lyndon,11000000,20000000,9000000,1.8181818181818181,1975,Diciembre,18,Jueves,
2784,Monkey Shines,7000000,5344577,-1655423,0.763511,1988,Julio,29,Viernes,
2939,Oxygen,0,0,0,,1999,Noviembre,12,Viernes,
2971,Harvey,0,0,0,,1950,Octubre,13,Viernes,
32,Wings of Courage,0,0,0,,1996,Septiembre,18,Miercoles,
43,Mortal Kombat,18000000,122195920,104195920,6.788662222222222,1995,Agosto,18,Viernes,Mortal Kombat Collection
420,Blue Sky,0,0,0,,1994,Septiembre,16,Viernes,
555,Killer,0,0,0,,1994,Septiembre,14,Miercoles,
696,Celtic Pride,0,0,0,,1996,Abril,19,Viernes,
752,Quartier Mozart,0,0,0,,1992,Mayo,26,Martes,
1051,The Great Race,12000000,25333333,13333333,2.1111110833333333,1965,Julio,01,Jueves,
1073,Children of the Corn IV: The Gathering,0,0,0,,1996,Octubre,08,Martes,Children of the Corn Collection
1089,On Golden Pond,0,19255967,19255967,,1981,Diciembre,04,Viernes,
1108,Curtis's Charm,0,0,0,,1995,Septiembre,18,Lunes,
1128,Bad Moon,7000000,1100000,-5900000,0.15714285714285714,1996,Noviembre,01,Viernes,
1134,Dead Tired,0,0,0,,1994,Mayo,18,Miercoles,
1550,A Thousand Acres,0,0,0,,1997,Septiembre,17,Miercoles,
2077,Strangers on a Train,1200000,7000000,5800000,5.833333333333333,1951,Junio,18,Lunes,
2112,Blackmail,0,0,0,,1929,Junio,30,Domingo,
2223,Elizabeth,30000000,82150642,52150642,2.7383547333333333,1998,Septiembre,13,Domingo,Elizabeth Collection
2667,The Pit and the Pendulum,200000,2000000,1800000,10.0,1961,Agosto,12,Sabado,
84,Angels and Insects,0,0,0,,1995,Septiembre,10,Domingo,
378,Wyatt Earp,63000000,25052000,-37948000,0.39765079365079364,1994,Junio,24,Viernes,
1233,Young Frankenstein,2800000,86273333,83473333,30.811904642857144,1974,Diciembre,15,Domingo,
2012,Cujo,5000000,21200000,16200000,4.24,1983,Agosto,10,Miercoles,
2289,Rambo: First Blood Part II,44000000,300400432,256400432,6.827282545454546,1985,Mayo,21,Martes,Rambo Collection
2821,The Palm Beach Story,0,0,0,,1942,Noviembre,07,Sabado,
2995,"'night, Mother",0,442000,442000,,1986,Septiembre,12,Viernes,
212,Before Sunrise,2500000,5535405,3035405,2.214162,1995,Enero,27,Viernes,Before... Collection
766,Eraser,100000000,242295562,142295562,2.42295562,1996,Junio,21,Viernes,
779,Lone Star,5000000,13269963,8269963,2.6539926,1996,Junio,21,Viernes,
970,2 Days in the Valley,0,0,0,,1996,Septiembre,11,Miercoles,
1362,The Whole Wide World,1300000,0,-1300000,0.0,1996,Diciembre,20,Viernes,
1501,Contempt,900000,528428,-371572,0.5871422222222222,1963,Octubre,21,Lunes,
1924,The Black Cauldron,25000000,21288692,-3711308,0.85154768,1985,Julio,24,Miercoles,
2276,Psycho,60000000,37141130,-22858870,0.6190188333333333,1998,Diciembre,04,Viernes,
2294,Cocoon,0,85313124,85313124,,1985,Junio,21,Viernes,Cocoon Collection
2358,Crocodile Dundee II,0,239606210,239606210,,1988,Mayo,19,Jueves,Crocodile Dundee Collection
2546,It Came from Outer Space,0,0,0,,1953,Mayo,26,Martes,
2908,Piranha,660000,0,-660000,0.0,1978,Agosto,03,Jueves,
2926,Meatballs 4,0,0,0,,1992,Marzo,06,Viernes,
3067,Montana,0,0,0,,1998,Enero,01,Jueves,
31,Twelve Monkeys,29500000,168840000,139340000,5.7233898305084745,1995,Diciembre,29,Viernes,
376,When a Man Loves a Woman,0,50021959,50021959,,1994,Abril,29,Viernes,
516,Romeo Is Bleeding,11500000,3275585,-8224415,0.2848334782608696,1993,Septiembre,13,Lunes,
662,Space Jam,80000000,250200000,170200000,3.1275,1996,Noviembre,15,Viernes,
958,Fly Away Home,0,0,0,,1996,Septiembre,13,Viernes,
1361,Some Mother's Son,0,0,0,,1996,Diciembre,25,Miercoles,
1434,Double Team,30000000,0,-30000000,0.0,1997,Abril,04,Viernes,
1722,The Big One,0,720074,720074,,1997,Septiembre,06,Sabado,
1811,Small Soldiers,40000000,54682547,14682547,1.367063675,1998,Julio,10,Viernes,
1991,Splash,8000000,69821334,61821334,8.72766675,1984,Marzo,09,Viernes,Splash Collection
2414,Westworld,0,0,0,,1973,Octubre,22,Lunes,Westworld Collection
2441,Children of the Damned,0,0,0,,1964,Enero,29,Miercoles,
2491,Entrapment,66000000,212404396,146404396,3.2182484242424243,1999,Abril,29,Jueves,
2894,Rosetta,0,266665,266665,,1999,Mayo,23,Domingo,
2963,"Goodbye, 20th Century",0,0,0,,1998,Noviembre,17,Martes,
119,The Boys of St. Vincent,0,0,0,,1992,Diciembre,06,Domingo,
395,Homage,0,0,0,,1995,Mayo,03,Miercoles,
768,The Nutty Professor,54000000,128769345,74769345,2.3846175,1996,Junio,26,Miercoles,The Nutty Professor Collection
974,Extreme Measures,38000000,17380126,-20619874,0.45737173684210525,1996,Septiembre,27,Viernes,
1420,The Saint,68000000,118063304,50063304,1.7362250588235295,1997,Abril,03,Jueves,
1440,8 Heads in a Duffel Bag,0,0,0,,1997,Abril,18,Viernes,
1940,The Happiest Millionaire,0,0,0,,1967,Junio,26,Lunes,
2130,Class,0,0,0,,1983,Julio,22,Viernes,
2137,Say Anything...,0,20036737,20036737,,1989,Abril,14,Viernes,
326,Tom & Viv,0,0,0,,1994,Abril,15,Viernes,
386,Jason's Lyric,7000000,20851521,13851521,2.9787887142857143,1994,Septiembre,28,Miercoles,
450,Free Willy,20000000,153698625,133698625,7.68493125,1993,Julio,16,Viernes,Free Willy Collection
595,A Great Day in Harlem,0,0,0,,1994,Septiembre,27,Martes,
596,Bye Bye Love,0,0,0,,1995,Marzo,16,Jueves,
894,My Favorite Year,0,0,0,,1982,Octubre,01,Viernes,
1069,Top Gun,15000000,356830601,341830601,23.788706733333335,1986,Mayo,16,Viernes,
1444,All Over Me,0,0,0,,1997,Febrero,15,Sabado,
1461,Intimate Relations,0,0,0,,1996,Enero,01,Lunes,
1513,Love Serenade,0,0,0,,1996,Octubre,10,Jueves,
2113,Champagne,0,0,0,,1928,Agosto,19,Domingo,
2709,On the Ropes,0,0,0,,1999,Enero,01,Viernes,
2923,Meatballs,0,0,0,,1979,Junio,28,Jueves,
39,"Cry, the Beloved Country",0,676525,676525,,1995,Diciembre,15,Viernes,
98,City Hall,0,0,0,,1996,Febrero,16,Viernes,
187,Safe,0,0,0,,1995,Junio,23,Viernes,
496,Naked,0,0,0,,1993,Septiembre,14,Martes,
561,Kika,0,0,0,,1993,Octubre,28,Jueves,
845,Lover's Knot,0,0,0,,1996,Julio,12,Viernes,
1297,Carrie,1800000,33800000,32000000,18.77777777777778,1976,Noviembre,03,Miercoles,Carrie Collection
1733,The Gingerbread Man,0,0,0,,1998,Enero,23,Viernes,
1918,Jane Austen's Mafia!,10000000,19000000,9000000,1.9,1998,Julio,24,Viernes,
2451,The Empty Mirror,0,0,0,,1996,Abril,09,Martes,
2639,Deadtime Stories,0,2750741,2750741,,1986,Abril,13,Domingo,
2745,For Love of the Game,50000000,0,-50000000,0.0,1999,Septiembre,17,Viernes,
2806,Hang 'em High,1800000,6800000,5000000,3.7777777777777777,1968,Julio,31,Miercoles,
2832,From Russia with Love,2000000,78898765,76898765,39.4493825,1963,Octubre,11,Viernes,James Bond Collection
201,Under Siege 2: Dark Territory,60000000,104324083,44324083,1.7387347166666667,1995,Julio,13,Jueves,Under Siege Collection
232,French Kiss,0,0,0,,1995,Mayo,05,Viernes,
402,In the Mouth of Madness,8000000,8946600,946600,1.118325,1994,Diciembre,12,Lunes,
990,"20,000 Leagues Under the Sea",5000000,28200000,23200000,5.64,1954,Diciembre,23,Jueves,
1141,The Shooter,0,0,0,,1997,Octubre,23,Jueves,
1252,Pink Floyd: The Wall,12000000,22244207,10244207,1.8536839166666668,1982,Julio,14,Miercoles,
1405,Unforgotten: Twenty-Five Years After Willowbrook,0,0,0,,1997,Febrero,14,Viernes,
1548,Kicked in the Head,0,0,0,,1997,Septiembre,26,Viernes,
1650,The Big Lebowski,15000000,46189568,31189568,3.0793045333333335,1998,Marzo,06,Viernes,
1975,Newsies,15000000,0,-15000000,0.0,1992,Abril,10,Viernes,
2022,Autumn Sonata,0,0,0,,1978,Octubre,08,Domingo,
2185,Strangeland,1100000,631221,-468779,0.5738372727272727,1998,Octubre,02,Viernes,
2360,Soul Man,0,0,0,,1986,Octubre,24,Viernes,
2606,Trick,450000,2049595,1599595,4.554655555555556,1999,Julio,23,Viernes,
2738,Don't Look in the Basement,0,0,0,,1973,Septiembre,01,Sabado,
2835,A Fistful of Dollars,200000,14500000,14300000,72.5,1964,Septiembre,12,Sabado,The Man With No Name Collection
773,Midnight Dancers,0,0,0,,1994,Septiembre,09,Viernes,
962,Maximum Risk,25000000,51702483,26702483,2.06809932,1996,Septiembre,13,Viernes,
966,Big Night,0,0,0,,1996,Septiembre,20,Viernes,
1269,Paris Was a Woman,0,0,0,,1996,Febrero,19,Lunes,
1282,Blood for Dracula,0,0,0,,1974,Agosto,13,Martes,
1504,Gabbeh,0,0,0,,1996,Junio,26,Miercoles,
1612,Alien: Resurrection,70000000,162000000,92000000,2.3142857142857145,1997,Noviembre,12,Miercoles,Alien Collection
1624,Good Will Hunting,10000000,225933435,215933435,22.5933435,1997,Diciembre,05,Viernes,
1639,Titanic,200000000,1845034188,1645034188,9.22517094,1997,Noviembre,18,Martes,
1775,Fear and Loathing in Las Vegas,18500000,10680275,-7819725,0.5773121621621622,1998,Mayo,22,Viernes,
1945,"Honey, I Shrunk the Kids",32000000,222724172,190724172,6.960130375,1989,Junio,22,Jueves,"Honey, I Shrunk the Kids Collection"
2397,Just the Ticket,12000000,0,-12000000,0.0,1999,Febrero,26,Viernes,
2493,Get Real,0,0,0,,1998,Agosto,16,Domingo,
2765,Double Jeopardy,70000000,177841558,107841558,2.5405936857142857,1999,Septiembre,24,Viernes,
2862,Three to Tango,20000000,0,-20000000,0.0,1999,Octubre,22,Viernes,
2979,My Man Godfrey,0,0,0,,1957,Octubre,11,Viernes,
203,Unzipped,0,0,0,,1995,Agosto,11,Viernes,
700,Dead Man,9000000,0,-9000000,0.0,1995,Diciembre,23,Sabado,
1482,Now they have wings,75000000,224012234,149012234,2.9868297866666667,1997,Junio,01,Domingo,
1850,Out of Africa,31000000,128499205,97499205,4.14513564516129,1985,Diciembre,20,Viernes,
1891,Lethal Weapon,15000000,120207127,105207127,8.013808466666667,1987,Marzo,06,Viernes,Lethal Weapon Collection
2106,Rich and Strange,0,0,0,,1931,Diciembre,10,Jueves,
2348,Leatherface: Texas Chainsaw Massacre III,0,5765562,5765562,,1990,Enero,12,Viernes,Texas Chainsaw Massacre Collection
2499,Night of the Comet,3000000,14418922,11418922,4.806307333333334,1984,Noviembre,16,Viernes,
2527,Superman II,54000000,190458706,136458706,3.527013074074074,1980,Diciembre,04,Jueves,Superman Collection
2839,Penitentiary II,0,0,0,,1982,Abril,02,Viernes,
2922,Trading Places,40600000,90400000,49800000,2.226600985221675,1983,Junio,07,Martes,
2996,End of Days,100000000,211989043,111989043,2.11989043,1999,Noviembre,24,Miercoles,
3050,Carnal Knowledge,0,28623900,28623900,,1971,Octubre,21,Jueves,
116,If Lucy Fell,0,0,0,,1996,Marzo,08,Viernes,
145,An Awfully Big Adventure,4000000,851545,-3148455,0.21288625,1995,Julio,21,Viernes,
488,Menace II Society,3500000,27900000,24400000,7.9714285714285715,1993,Mayo,26,Miercoles,
1530,Leave it to Beaver,0,0,0,,1997,Agosto,22,Viernes,
1602,Sliding Doors,6000000,58000000,52000000,9.666666666666666,1998,Abril,23,Jueves,
1942,Herbie Goes To Monte Carlo,0,0,0,,1977,Junio,24,Viernes,Herbie Collection
2168,Monument Ave.,0,0,0,,1998,Septiembre,25,Viernes,
2247,The Celebration,1300000,0,-1300000,0.0,1998,Mayo,20,Miercoles,
2285,Miracle on 34th Street,0,0,0,,1947,Mayo,02,Viernes,
2356,Peggy Sue Got Married,18000000,41382841,23382841,2.299046722222222,1986,Octubre,05,Domingo,
2472,Lovers of the Arctic Circle,0,0,0,,1998,Septiembre,04,Viernes,
2531,House of Dracula,0,0,0,,1945,Diciembre,06,Jueves,Dracula (Universal Series)
25,Othello,0,0,0,,1995,Diciembre,15,Viernes,
814,Emma,6000000,22231658,16231658,3.7052763333333334,1996,Agosto,02,Viernes,
880,The Gay Divorcee,520000,0,-520000,0.0,1934,Octubre,12,Viernes,
1099,Private Benjamin,0,0,0,,1980,Octubre,06,Lunes,
1299,A Nightmare on Elm Street,1800000,25504513,23704513,14.169173888888889,1984,Noviembre,14,Miercoles,A Nightmare on Elm Street Collection
1312,Identification of a Woman,0,0,0,,1982,Octubre,21,Jueves,
1472,Brassed Off,0,0,0,,1996,Noviembre,01,Viernes,
1757,Wild Man Blues,0,425788,425788,,1997,Enero,16,Jueves,
1778,Almost Heroes,0,0,0,,1998,Mayo,29,Viernes,
1826,How Green Was My Valley,1250000,6000000,4750000,4.8,1941,Octubre,28,Martes,
1893,Lethal Weapon 3,35000000,321731527,286731527,9.192329342857143,1992,Mayo,15,Viernes,Lethal Weapon Collection
2016,Ever After: A Cinderella Story,26000000,65705772,39705772,2.5271450769230768,1998,Julio,31,Viernes,
2110,Murder!,0,0,0,,1930,Julio,31,Jueves,
2478,The Joyriders,0,0,0,,1999,Abril,18,Domingo,
2622,Assassination,0,0,0,,1987,Enero,09,Viernes,
2653,Stiff Upper Lips,0,0,0,,1998,Junio,12,Viernes,
2708,The Spiders - The Golden Sea,0,0,0,,1919,Octubre,03,Viernes,
2742,American Beauty,15000000,356296601,341296601,23.753106733333333,1999,Septiembre,15,Miercoles,
2787,Psycho III,0,14481606,14481606,,1986,Junio,27,Viernes,Psycho Collection
948,Something to Sing About,0,0,0,,1937,Septiembre,30,Jueves,
1021,Trees Lounge,0,0,0,,1996,Octubre,11,Viernes,
1452,Breakdown,36000000,50159144,14159144,1.3933095555555555,1997,Mayo,02,Viernes,
1731,My Giant,0,7985929,7985929,,1998,Abril,10,Viernes,
1805,Smoke Signals,0,0,0,,1998,Enero,16,Viernes,
2026,Doctor Dolittle,18000000,9000000,-9000000,0.5,1967,Diciembre,19,Martes,
2043,Air Bud: Golden Receiver,0,10224116,10224116,,1998,Agosto,14,Viernes,Air Bud Collection
2550,Earth vs. the Flying Saucers,0,0,0,,1956,Julio,04,Miercoles,
2694,Love Stinks,0,0,0,,1999,Septiembre,10,Viernes,
2999,Miss Julie,0,0,0,,1999,Septiembre,12,Domingo,
3036,The 7th Voyage of Sinbad,650000,0,-650000,0.0,1958,Diciembre,05,Viernes,
157,Congo,50000000,152022101,102022101,3.04044202,1995,Junio,09,Viernes,
1048,Life of Brian,4000000,20045115,16045115,5.01127875,1979,Agosto,17,Viernes,
1330,Young Guns II,20000000,0,-20000000,0.0,1990,Agosto,01,Miercoles,Young Guns Collection
1347,Sneakers,0,105232691,105232691,,1992,Septiembre,09,Miercoles,
1897,The Mask of Zorro,95000000,250288523,155288523,2.6346160315789473,1998,Julio,16,Jueves,Zorro Collection
2059,Dance with Me,0,15,15,,1998,Agosto,21,Viernes,
2261,Gung Ho,0,36611610,36611610,,1986,Marzo,13,Jueves,
124,The Neverending Story III: Escape from Fantasia,17000000,0,-17000000,0.0,1994,Octubre,26,Miercoles,The Neverending Story Collection
181,Nadja,0,0,0,,1994,Septiembre,13,Martes,
363,Maverick,0,0,0,,1994,Mayo,20,Viernes,
586,The Silence of the Lambs,19000000,272742922,253742922,14.354890631578947,1991,Febrero,01,Viernes,The Hannibal Lecter Anthology
843,Kansas City,18000000,0,-18000000,0.0,1996,Agosto,16,Viernes,
1135,Delicatessen,4000000,1794187,-2205813,0.44854675,1991,Abril,17,Miercoles,
1149,Tie Me Up! Tie Me Down!,0,0,0,,1989,Diciembre,12,Martes,
1323,Star Trek VI: The Undiscovered Country,27000000,96900000,69900000,3.588888888888889,1991,Diciembre,05,Jueves,Star Trek: The Original Series Collection
1368,Message to Love: The Isle of Wight Festival,0,0,0,,1996,Febrero,15,Jueves,
1441,Hollow Reed,0,0,0,,1996,Junio,24,Lunes,
1535,Air Force One,85000000,315156409,230156409,3.7077224588235294,1997,Julio,25,Viernes,
1592,Welcome to Sarajevo,0,0,0,,1997,Mayo,09,Viernes,
1712,Eden,0,0,0,,1996,Enero,01,Lunes,
1858,Labyrinth,25000000,12729917,-12270083,0.50919668,1986,Junio,27,Viernes,
2097,Suspicion,1103000,4500000,3397000,4.0797824116047146,1941,Noviembre,14,Viernes,
2334,Varsity Blues,0,0,0,,1999,Enero,15,Viernes,
2384,Message in a Bottle,80000000,118880016,38880016,1.4860002,1999,Febrero,22,Lunes,
2501,My Science Project,0,4122748,4122748,,1985,Agosto,09,Viernes,
2525,Mommie Dearest,0,0,0,,1981,Septiembre,18,Viernes,
2621,Brighton Beach Memoirs,0,0,0,,1986,Enero,01,Miercoles,
2687,Tequila Sunrise,23000000,0,-23000000,0.0,1988,Diciembre,02,Viernes,
686,Angus,0,0,0,,1995,Septiembre,15,Viernes,
852,Bye-Bye,0,0,0,,1995,Agosto,30,Miercoles,
1016,Love Is All There Is,0,0,0,,1996,Mayo,10,Viernes,
